"JobName","Result","DataSize(GB)","BackupSize(GB)","DedupRatio","CompressRatio","Date"
"VMware - File Server","Failed","0","0","1x","1x","6/13/2020 2:31:39 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/14/2020 2:00:17 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/14/2020 2:10:41 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/14/2020 2:21:07 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/14/2020 2:31:40 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/15/2020 2:00:13 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/15/2020 2:10:43 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/15/2020 2:21:02 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/15/2020 2:31:35 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/16/2020 2:00:17 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/16/2020 2:10:45 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/16/2020 2:21:02 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/16/2020 2:31:19 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/17/2020 2:00:19 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/17/2020 2:10:44 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/17/2020 2:21:02 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/17/2020 2:31:19 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/18/2020 2:00:05 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/18/2020 2:10:33 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/18/2020 2:20:50 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/18/2020 2:31:07 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/19/2020 2:00:09 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/19/2020 2:10:37 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/19/2020 2:20:55 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/19/2020 2:31:12 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/20/2020 2:00:13 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/20/2020 2:10:42 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/20/2020 2:21:08 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/20/2020 2:31:25 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/21/2020 2:00:04 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/21/2020 2:10:27 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/21/2020 2:20:56 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/21/2020 2:31:13 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/22/2020 2:00:11 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/22/2020 2:10:41 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/22/2020 2:21:06 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/22/2020 2:31:23 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/23/2020 2:00:22 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/23/2020 2:10:47 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/23/2020 2:21:15 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/23/2020 2:31:33 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/24/2020 2:00:20 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/24/2020 2:10:49 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/24/2020 2:21:11 AM"
"VMware - File Server","Failed","0","0","1x","1x","6/24/2020 2:31:28 AM"
"VMware - File Server","Success","270","153.76","1.6x","1.1x","6/24/2020 4:01:36 PM"
"VMware - File Server","Success","2.66","1","1.5x","1.8x","6/25/2020 2:00:17 AM"
"VMware - File Server","Success","2.17","1.14","1x","1.8x","6/26/2020 2:00:17 AM"
"VMware - File Server","Success","2.06","1.13","1x","1.8x","6/27/2020 2:00:13 AM"
"VMware - File Server","Success","2.36","1.17","1x","1.9x","6/28/2020 2:00:15 AM"
"VMware - File Server","Success","2.24","1.27","1.1x","1.7x","6/29/2020 2:00:21 AM"
"VMware - File Server","Failed","2.17","1.13","1x","1.9x","6/30/2020 2:00:18 AM"
"VMware - File Server","Success","2.2","1.15","1x","1.9x","6/30/2020 2:18:40 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/1/2020 2:00:01 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/1/2020 2:10:28 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/1/2020 2:20:55 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/1/2020 2:31:22 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/2/2020 2:00:01 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/2/2020 2:10:30 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/2/2020 2:20:47 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/2/2020 2:31:24 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/3/2020 2:00:00 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/3/2020 2:10:28 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/3/2020 2:20:45 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/3/2020 2:31:05 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/4/2020 2:00:14 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/4/2020 2:10:41 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/4/2020 2:20:58 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/4/2020 2:31:27 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/5/2020 2:00:07 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/5/2020 2:10:35 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/5/2020 2:20:52 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/5/2020 2:31:10 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/6/2020 2:00:07 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/6/2020 2:10:34 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/6/2020 2:20:52 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/6/2020 2:31:09 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/7/2020 2:00:13 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/7/2020 2:10:42 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/7/2020 2:20:59 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/7/2020 2:31:16 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/8/2020 2:00:19 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/8/2020 2:10:47 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/8/2020 2:21:15 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/8/2020 2:31:32 AM"
"VMware - File Server","Success","120","16.75","4.7x","1.5x","7/8/2020 8:45:22 AM"
"VMware - File Server","Success","0.12","0.06","1x","2.1x","7/8/2020 8:50:50 AM"
"VMware - File Server","Success","0.37","0.13","1x","2.7x","7/8/2020 9:27:20 AM"
"VMware - File Server","Success","0.25","0.09","1x","2.8x","7/8/2020 10:04:54 AM"
"VMware - File Server","Success","0.12","0.06","1x","2.2x","7/8/2020 10:13:41 AM"
"VMware - File Server","Failed","0","0","1x","1x","7/20/2020 12:47:16 PM"
"VMware - File Server","Failed","0","0","1x","1x","7/27/2020 2:28:48 PM"
"VMware - File Server","Success","120","15.56","4.9x","1.6x","7/27/2020 2:29:11 PM"
"VMware - Win/Linux -> Azure Blob","Success","5.32","1.36","1.3x","3.1x","8/25/2019 5:41:28 PM"
"VMware - Win/Linux -> Azure Blob","Success","6.87","2.38","1.2x","2.4x","3/11/2020 11:06:22 AM"
"VMware - Win/Linux -> Azure Blob","Success","3.61","0.91","1.1x","3.7x","5/20/2020 9:52:44 AM"
"VMware - Win/Linux -> Azure Blob","Success","4.18","1.12","1.2x","3.2x","7/16/2020 4:22:59 PM"
"VMware - Win/Linux -> Azure Blob","Success","60","7.96","4.1x","1.9x","7/16/2020 5:23:49 PM"
"VMware - Win/Linux -> Azure Blob","Success","0.13","0.07","1x","2x","7/16/2020 5:54:51 PM"
"VMware - Veeam Explorers","Failed","0","0.02","1x","1x","6/15/2020 9:16:03 AM"
"VMware - Veeam Explorers","Failed","0","0.03","1x","1x","6/15/2020 9:21:16 AM"
"VMware - Veeam Explorers","Failed","340","49.2","2.3x","2.9x","6/15/2020 9:24:54 AM"
"VMware - Veeam Explorers","Failed","2.54","0.67","1x","3.7x","6/15/2020 9:38:48 AM"
"VMware - Veeam Explorers","Failed","4.36","1.09","1x","3.8x","6/15/2020 9:51:15 AM"
"VMware - Veeam Explorers","Failed","7.82","2","1x","4x","6/15/2020 10:08:08 AM"
"VMware - Veeam Explorers","Failed","1.14","0.35","1x","3.3x","6/15/2020 10:13:23 AM"
"VMware - Veeam Explorers","Success","40","11.85","1.8x","1.9x","6/15/2020 11:20:01 AM"
"VMware - Veeam Explorers","Failed","3.3","0.94","1x","3.6x","6/15/2020 11:23:53 AM"
"VMware - Veeam Explorers","Success","0.07","0.04","1x","1.9x","6/15/2020 11:26:55 AM"
"VMware - Veeam Explorers","Failed","1.16","0.53","1.3x","1.7x","6/15/2020 11:48:35 AM"
"VMware - Veeam Explorers","Failed","1.12","0.3","1x","3.8x","6/15/2020 11:51:16 AM"
"VMware - Veeam Explorers","Success","0.11","0.05","1x","2.4x","6/15/2020 12:14:25 PM"
"VMware - Veeam Explorers","Failed","17.51","4.05","1x","4.3x","6/15/2020 6:34:21 PM"
"VMware - Veeam Explorers","Failed","4.48","1.64","1.1x","2.6x","6/15/2020 6:42:04 PM"
"VMware - Veeam Explorers","Failed","8.7","2.11","1x","4.2x","6/15/2020 8:36:42 PM"
"VMware - Veeam Explorers","Failed","1.01","0.38","1.4x","1.9x","6/15/2020 8:40:30 PM"
"VMware - Veeam Explorers","Success","4.19","1.91","1.1x","2.1x","6/15/2020 8:43:19 PM"
"VMware - Veeam Explorers","Failed","300","30.82","2.6x","3.7x","6/15/2020 9:05:00 PM"
"VMware - Veeam Explorers","Failed","40","12.14","1.7x","1.9x","6/15/2020 9:13:14 PM"
"VMware - Veeam Explorers","Success","40","16.6","1.3x","1.9x","6/15/2020 9:17:58 PM"
"VMware - Veeam Explorers","Failed","1.66","0.55","1x","3x","6/15/2020 10:00:06 PM"
"VMware - Veeam Explorers","Failed","0.33","0.12","1x","2.7x","6/15/2020 10:16:48 PM"
"VMware - Veeam Explorers","Success","0.59","0.27","1x","2.2x","6/15/2020 10:29:35 PM"
"VMware - Veeam Explorers","Failed","16.18","3.61","1x","4.3x","6/16/2020 7:51:14 AM"
"VMware - Veeam Explorers","Failed","1.07","0.43","1.2x","2x","6/16/2020 7:56:25 AM"
"VMware - Veeam Explorers","Success","4.44","1.96","1.1x","2.1x","6/16/2020 7:58:24 AM"
"VMware - Veeam Explorers","Failed","31.35","7.59","1x","4.2x","6/16/2020 3:25:38 PM"
"VMware - Veeam Explorers","Failed","0","0.05","1x","1x","6/16/2020 10:00:03 PM"
"VMware - Veeam Explorers","Failed","22.15","5.42","1x","4x","6/16/2020 10:12:29 PM"
"VMware - Veeam Explorers","Failed","5.14","2.37","1.1x","1.9x","6/16/2020 10:26:39 PM"
"VMware - Veeam Explorers","Success","7.04","3.39","1.1x","2x","6/16/2020 10:40:02 PM"
"VMware - Veeam Explorers","Failed","15.99","3.57","1x","4.5x","6/17/2020 1:36:34 PM"
"VMware - Veeam Explorers","Failed","0.84","0.22","1x","3.7x","6/17/2020 1:46:23 PM"
"VMware - Veeam Explorers","Success","7.84","3.43","1x","2.2x","6/17/2020 1:50:05 PM"
"VMware - Veeam Explorers","Failed","4.21","2.1","1x","2x","6/17/2020 10:00:06 PM"
"VMware - Veeam Explorers","Failed","1.52","0.67","1.1x","2x","6/17/2020 10:16:17 PM"
"VMware - Veeam Explorers","Success","11","2.58","1x","4.3x","6/17/2020 10:28:54 PM"
"VMware - Veeam Explorers","Success","18.49","5.58","1x","3.3x","6/18/2020 8:24:43 AM"
"VMware - Veeam Explorers","Success","1.06","0.32","1x","3.3x","6/18/2020 8:31:18 AM"
"VMware - Veeam Explorers","Failed","0.74","0.21","1x","3.4x","6/18/2020 8:36:46 AM"
"VMware - Veeam Explorers","Failed","2.04","1.17","1x","1.7x","6/18/2020 8:40:31 AM"
"VMware - Veeam Explorers","Success","2.39","1.5","1.1x","1.4x","6/18/2020 8:44:39 AM"
"VMware - Veeam Explorers","Failed","6.72","2.92","1.2x","2x","6/18/2020 10:00:00 PM"
"VMware - Veeam Explorers","Success","19.47","4.39","1.1x","4x","6/18/2020 10:17:28 PM"
"VMware - Veeam Explorers","Failed","34.21","9.48","1x","3.6x","6/19/2020 10:00:09 PM"
"VMware - Veeam Explorers","Success","1.94","0.79","1.2x","2.1x","6/19/2020 10:20:37 PM"
"VMware - Veeam Explorers","Failed","7.67","3.51","1x","2.1x","6/20/2020 10:00:11 PM"
"VMware - Veeam Explorers","Failed","2.57","1.05","1.3x","1.9x","6/20/2020 10:16:31 PM"
"VMware - Veeam Explorers","Success","25.25","5.58","1x","4.5x","6/20/2020 10:29:14 PM"
"VMware - Veeam Explorers","Failed","9.5","4.41","1x","2.1x","6/21/2020 10:00:08 PM"
"VMware - Veeam Explorers","Success","24.25","5.44","1x","4.5x","6/21/2020 10:19:55 PM"
"VMware - Veeam Explorers","Failed","7.91","3.71","1x","2x","6/22/2020 10:00:02 PM"
